user_id,actual,model_preds
2012,"[  868645   996425  6534178   848015   873622   882305   882441 12810409
 15716298 15973074   866227   818996   819112   821316   822407   824915
   828106   829001   833436   833940   838487   845265   847149   850562
   855310   857849   859010   860975   862633   864805   865174   866211
   869047   873964   879735   883418   883817   884896   885795   889774
   890695   891423   897125   899624   901916   908531   914190   925235
   925862   927360   932182   935570   935851   940108   946788   947797
   947798   958594   961353   962717   965766   971949   977873   986415
   988716   999971  1004270  1029964  1030282  1032396  1033050  1038217
  1039831  1043406  1043590  1045080  1051283  1051323  1051468  1053690
  1056187  1061402  1069863  1075313  1075682  1078763  1078914  1082185
  1084203  1100658  1101173  1105816  1105938  1106523  1112598  1127825
  1129085  1132036  1134522  5565414  5565831  5568155  5579359  6039859
  8019233  8358621  9487682  9676948  9677748 10121965 10285137 10285141
 10285144 10285185 12648273 12731655 12781558 13007434 15452576 15452820
 15596429 15681692 15740900 15741427 15741861 15926827 15926884 15926886
 15972817 16220948 16223130 16223193 16223404 16770137   882583  1027098
  1103346  7409824  8160323  8358164  9575386 12171637 12810645 14077856
 15972557 15972939   890423  1132231   903567  1055072  1077048  5569230
 10456568 12351967   920308  7410335 13038816  1036486   826249   838186
   856553   870547   871680   892378   894511   895166   896938   903261
   921744   926025   930137   936355   937845   938700   945294   947068
   962229   979581   997988  1013321  1025628  1043494  1049788  1051211
  1061220  1062966  1070702  1080841  1084177  1089225  1098066  1123434
  1130858  5565369  5568721  5569338  5569845  5995423  5995491  6633224
  7167945  9521787 10284972 10456655 12731808 13877096 13877305 13910288
 15596338  1069310 10150013  1088414  1133018  7167687]","[859075, 1133018, 1106523, 844165, 5568378, 1065593, 1118533, 1132770, 920308, 962118]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2017,"[  824005   825365   842789   847982   848681   850679   851066   854483
   860776   923930   938187   961979   972037   976065   976199   977873
   978077   978306   983584   985716  1017061  1070169  1081177  1082185
  1084949  1085476  1098006  1098248  1098844  1104695  1120741  1123842
  1125219  1126899  1135354  1135768  5568228  5569049  5591814  6034857
  6039759  8119302  9573206 12599596 13512876 13877256  6534178  1049372
  7441189 13417048 16809431   819308   819330   823990   838319   840361
   871252   880234   880858   892166   896369   911470   920109   920308
   937845   945008   955075   956902   962782   971078  1028885  1051516
  1071277  1079840  5584007  5585727  5585735  5587837  5590287  5995692
  6553571  9835223 10344971 15717072 15717281   838882   854842   855488
   860361   869868   907014   939681   947865   959987   960791   971540
   982799   983991  1012346  1014948  1022254  1029968  1056427  1060054
  1064908  1112087  1125530  5584027  5995503  6391436  6534069  6534657
  6904423  7407562 14106445]","[896369, 840361, 1071939, 1126899, 1136257, 976199, 897125, 908940, 913623, 6396566]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2018,"[  830479   848471   852864   860776   889774   930603   940108   973979
  1010029  1051402  1059904  1060408  1068562  1075110  1104473  9445919
 12524004   891415   970152  1067820   837270   853448   856060   856619
   860439   863505   866211   876932   885863   887661   896308   924352
   966778  1014054  1028816  1039348  1081177  1103741  1127831  9527184
 12670071 13381631   823820   857130   880150   900978   904422   917384
   921836   934890   994928  1004906  1009449  1015280  1099089  1120261
  1121053  1138631  6442920  6979393  9487342  9552833 13115279 13115524
 13381584 13768063 13876678 15831585 17106613   873091   883068   926018
  1003188  9485347  9553031 12731641   993638 13115641   857503   860101
   878996   993379   997887  1008736  1054957  1062728  1082185  1088387
  1106523  1108994  1117039  1117393 12518330 13003100 13512882   842707
   874837   890999   913210   923746   970861   987696   993592   995238
   998189  1055646  1076580  1089225  1090507  1131321  8160319 12696183
 12731484 13115896 13768064 15830875 17105399   826784   828106   828867
   862349   865174   910214   933835  1015296  1015375  1022848  1046827
 13006964]","[1106523, 1122358, 1015375, 1015296, 889731, 986912, 866211, 1037863, 845208, 903325]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2020,"[14025185 14025461   828106   833273   848319   849520   860776   871094
   873654   918684   944137   962568   967395   973374  1022254  1041259
  1042564  1077267  1084490  1094686  1098815  1112598  1130397  1134210
  6904786  9655712   907625 12524016 14110693   993638  1005186   845537
   893018   897306   904023   911215   914513   948832   968146   973673
   987562   995311  1053763  1068719  1092424  1094174  1118598  6602697
  8181377   832513   895540   971949  1044759  5567143  9575582   986912
  1014146   827047   834491   844179   854852   859075   863447   890186
   913210   919948   931671   961458   961554   974108   975651   998910
  1016421  1029743  1055646  1133654  1137688  5570408 15778432   930486
  1036486 15452335]","[1068719, 1076056, 981521, 1104649, 848970, 1122358, 1048918, 1027068, 1044759, 895540]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2023,"[ 1003699   819927   823721   890283   901912   918441  1056611  5573303
  5573604  9933751 13039653 15596801 17321092   835296   900842   951197
   952172  1090621  1097602  8091601 15596617 15926911 15973009 15973205
  7441679  7443278  9187298 15830930   985427   916358  1037894   866899
  1055863  1060912  5583564  5569374  8090509  5568249  8273950 10344585]","[1113141, 10204393, 852856, 912704, 1011457]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2024,"[  833715   840601   856519   865501   873178   887474   891961   893501
   902172   912301   913785   951169   951590   957411   977658   979707
   995533  1009449  1011026  1015983  1030362  1036347  1039484  1046638
  1048325  1055646  1062306  1071342  1081177  1105616  1106396  1110695
  1126899  9677366  9705473   824272   825994   830973   847614   859075
   865156   890610   910109   944454  1010949  1034686  1042697  1046562
  1053690  1078816  1086942  1089024  1092446  1106523  1120970  1124591
  5564906  6034780  7443069  9242918 10122036 10457351 12171656 12263155
 17214322   823721   834911   853262   853354   899446   923789   950247
   956840   959638   972569  1031260  1040867  1054539  1059891  1108894
  1134016  6463649  9803352 12301625 12352204 12384084 13094723 14077740
   878996   897007  1011165  1082185  1083960  1093563  7025106  9676996
  9834988 13007693 13008227 16059148   834117   901062   961554  1074546
  1079913  6554307  6979803  7466993 10456177 10456457 12171387 12263215
 12518330 13910817 13911019 13986261 15596451 15596867 15972023 15972074
   821641 13511427]","[840601, 1126899, 9934800]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2030,"[  834631   849018   854042   873654   873902   896862   899624   914190
   923746   944466   946839   962568   963971   965208   967476   995151
  1002558  1009361  1027447  1029743  1037863  1050229  1056973  1064945
  1077703  1087753  1100410  1105301  1117514  1125904  1126310  5569471
  6034239  6919087  8177622  9526730  9527223 12324948 12324956 12731517
 13512734   819978   968936   971922  1137775   831390   840361   857849
   861961   922561   979987   987410  1071939  1087955  1094585  1104343
  1110867 13910702   866211   903800   969725   999913  1005898  1056933
  6034857  1106301   847789   859427   885863   965502  1006835  1045220
  1056509  1082185  8069230]","[1110142, 1029504]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2040,[ 9365749 13115792  1085604  9487423],"[883404]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2041,"[ 6534178   839147   881853   917033   962574  1067011  1096691  1098167
  1118393  1129085  5592779  7025441  7130924  1003629  1074333  1075566
  6602327  7410017   833940   835080   857968   858711   913046   922651
   923746   946839   954759   960528  1008814  1012913  1029685  1034176
  1065303  1069783  1088836  1105221  1127264  5568817  5978656 10456965
 12385477 12524034 15716676  8091553   837339   847374   863447   940947
   943063   962229  1110218  5567502  8181231 13115919   827079   852600
   893641   916487   921406   937413   941658   973086   983267   987234
  1014599  1022340  1060976  1077281  1088771  1112667  1128240  9268695
  9655175 12582050 13417843  7166890]","[923746, 1008814, 917033, 1012913, 1127716, 1088836, 1020962, 1058214, 995785, 9705473]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2050,"[  999270  1000753  1075786 12731431   849756   852202  1029743 10457532
   824176  9926758 13945028   847573  1002558]","[883404, 1096036, 903233, 1094352, 847982]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2053,"[  909497   958450  8090536   820165   883404   965766   988116  1082185
  1088191  1093113  1123201  1133018  9655212 10148537 12757140 14050766
   827683   848355   890610   918733   941856   986947   999639  1044724
  1055646  1067933  9575181 12188571 15972003   820361   838487   866292
   870549   905913   938463   965956   980657   981760   995242  1039589
  1050721  1102959 13671962   953476   999858  1028816  1066380  1130777
  1132231  1139525  5569230 12949590 15596323]","[883404, 5569230, 8090537, 953476, 1091858, 941856, 12757140, 980657, 12949590, 844179]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2057,"[  824970   850157  1011876  1060408   845265   890610   895743   896369
   901062   955753   993441  1042707  1046549  1047226  1059994  1073718
  1088191  1090820  1097458  1101960  6602705  7167945  9527292 12731685
 15973009   932248  1065669  1106091 15597047  1070820 12649469  6534178
 15831389]","[], Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,,                            15926886]"
2058,"[  833494   872137   943513   972304  1008212  1016129  1043338  1090218
  9677157 12383809 13094910 15596454 15630071  1062525 15927361   823721
   847270   860776   861792   903325   961554   977780   977854   979707
   986912   990688  1000237  1026118  1061402  1082185  1095751  1103618
  5978648  6463504  9296827 10306692 12731436 12988031 15596077 15629917
 15972074   854852   859979   899257   951412   952337   993988  1015450
  1036476  1062128  1082304  6034963 12731704 13071586  1056836   835278
   871500   955747   891961   948665   995965  1072843  1136257  5588596]","[897752, 948420, 872137, 1011926, 845462, 1061982, 860776, 6034857, 903325, 847270]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2062,"[  831712   899624   928961  1070820 10285106 12263589 12673433 12782181
   825616  1029664  1087102   863447 10456568]","[987562, 849264, 1022254]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2063,"[  820165   850459   923746   961554  1022254  1051516  1076580  1077410
  1082185  5572884  6391213  6391534 15596323 15972093]","[915874, 961447, 862349, 833870, 986912, 1005186, 939636, 871611, 866211, 878996]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2064,"[  879876   992986  1008074  1090336 10455629 13381483 13511875 15716676
   835098   892844   914190  1031260  1041259  6979437  1118502   866548
  1035843  1054567  1091246  1105917  1108024  1110572  1127108  9677236
 14025185   855325   878715   916050   924421  1039348  1064797  1097018
 10285008 10285389   854502   908846   920724   940510 10198402 12806935
 13095350 10122043  1006483  9672187 12326050   983659  9524291   844179
   879734   948509   970455  1002838 12324952  1113675  5995628  7155863
 15926886   962199 15716751   894544  1106390  6602335 13986405  5591431
  5575041  1019434   913449  1005186]","[907392, 887102, 1075368, 1006483, 1081177, 962568, 860776, 951412, 837270, 995785]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
